lar,mouth_area,mean_intensity,aspect_ratio,mouth_height,label
0.6,2913.5,116.99583333333334,1.6666666666666667,60,yawn
0.32978723404255317,889.0,144.78016666666667,1.6666666666666667,31,yawn
0.6,2440.5,94.15166666666667,1.6666666666666667,60,yawn
0.47435897435897434,1691.5,172.8325,1.6666666666666667,37,yawn
0.5423728813559322,1348.5,63.923833333333334,1.6666666666666667,32,yawn
0.45714285714285713,944.0,162.12233333333333,1.6666666666666667,32,yawn
0.39,2443.0,181.90916666666666,1.6666666666666667,39,yawn
0.925,420.0,149.433,1.6666666666666667,37,yawn
0.5164835164835165,2106.0,161.06916666666666,1.6666666666666667,47,yawn
0.5164835164835165,2106.0,161.06916666666666,1.6666666666666667,47,yawn
0.2087912087912088,1083.5,149.94533333333334,1.6666666666666667,19,yawn
0.37333333333333335,1465.5,145.56216666666666,1.6666666666666667,28,yawn
0.35714285714285715,1234.5,156.92166666666665,1.6666666666666667,25,yawn
0.24742268041237114,1228.5,148.37783333333334,1.6666666666666667,24,yawn
0.5176470588235295,952.0,170.3305,1.6666666666666667,44,yawn
0.5,1566.5,150.77783333333332,1.6666666666666667,40,yawn
0.6185567010309279,3596.0,72.72933333333333,1.6666666666666667,60,yawn
0.4722222222222222,1602.0,113.252,1.6666666666666667,34,yawn
0.3968253968253968,496.5,170.5265,1.6666666666666667,25,yawn
0.19696969696969696,479.0,180.6575,1.6666666666666667,13,yawn
0.7954545454545454,433.0,149.8445,1.6666666666666667,35,yawn
0.57,3846.0,131.35366666666667,1.6666666666666667,57,yawn
0.47191011235955055,2414.0,160.8855,1.6666666666666667,42,yawn
0.410958904109589,864.5,154.67666666666668,1.6666666666666667,30,yawn
0.27906976744186046,1052.5,157.549,1.6666666666666667,24,yawn
1.0227272727272727,594.5,167.92666666666668,1.6666666666666667,45,yawn
0.43243243243243246,1785.0,179.692,1.6666666666666667,32,yawn
0.5612244897959183,3026.0,116.2595,1.6666666666666667,55,yawn
0.6794871794871795,2168.5,122.95616666666666,1.6666666666666667,53,yawn
0.3541666666666667,2223.5,88.33633333333333,1.6666666666666667,34,yawn
0.3541666666666667,2223.5,88.33633333333333,1.6666666666666667,34,yawn
0.5454545454545454,1380.0,161.933,1.6666666666666667,36,yawn
0.3888888888888889,1204.5,145.397,1.6666666666666667,28,yawn
0.6301369863013698,2231.0,159.193,1.6666666666666667,46,yawn
0.7012987012987013,2945.5,147.41366666666667,1.6666666666666667,54,yawn
0.5465116279069767,2916.0,165.7725,1.6666666666666667,47,yawn
0.38333333333333336,617.0,137.61766666666668,1.6666666666666667,23,yawn
0.6,3054.5,151.4155,1.6666666666666667,60,yawn
0.581081081081081,2018.5,106.84716666666667,1.6666666666666667,43,yawn
0.6521739130434783,1963.0,152.618,1.6666666666666667,60,yawn
0.6,4995.0,136.4595,1.6666666666666667,60,yawn
0.4657534246575342,1951.5,84.83466666666666,1.6666666666666667,34,yawn
0.625,3193.0,119.76916666666666,1.6666666666666667,60,yawn
0.4142857142857143,941.5,147.55766666666668,1.6666666666666667,29,yawn
0.4142857142857143,941.5,147.55766666666668,1.6666666666666667,29,yawn
0.43,2241.5,96.18916666666667,1.6666666666666667,43,yawn
0.6,5186.5,80.857,1.6666666666666667,60,yawn
0.6,5186.5,80.857,1.6666666666666667,60,yawn
0.2727272727272727,930.0,142.27666666666667,1.6666666666666667,21,yawn
0.5492957746478874,1999.0,129.03966666666668,1.6666666666666667,39,yawn
0.6,1721.5,121.3115,1.6666666666666667,60,yawn
0.6,1721.5,121.3115,1.6666666666666667,60,yawn
0.6,3986.5,148.804,1.6666666666666667,60,yawn
0.4032258064516129,1024.0,115.69333333333333,1.6666666666666667,25,yawn
0.58,3069.5,112.05416666666666,1.6666666666666667,58,yawn
0.6818181818181818,3825.0,76.255,1.6666666666666667,60,yawn
0.6363636363636364,2783.0,144.65533333333335,1.6666666666666667,49,yawn
0.5942028985507246,903.5,110.3065,1.6666666666666667,41,yawn
0.3253012048192771,1275.0,115.0445,1.6666666666666667,27,yawn
0.38202247191011235,1666.0,102.33516666666667,1.6666666666666667,34,yawn
0.5538461538461539,1245.0,142.64033333333333,1.6666666666666667,36,yawn
0.967741935483871,1400.5,180.371,1.6666666666666667,60,yawn
0.36065573770491804,846.5,142.66383333333334,1.6666666666666667,22,yawn
0.7837837837837838,773.0,155.26583333333335,1.6666666666666667,29,yawn
0.6122448979591837,3382.5,104.297,1.6666666666666667,60,yawn
0.6,3083.0,105.00316666666667,1.6666666666666667,60,yawn
0.6,3041.0,108.658,1.6666666666666667,60,yawn
0.6,3041.0,108.658,1.6666666666666667,60,yawn
0.6,3041.0,108.658,1.6666666666666667,60,yawn
0.6,3041.0,108.658,1.6666666666666667,60,yawn
0.3469387755102041,780.0,143.9855,1.6666666666666667,34,yawn
0.3469387755102041,780.0,143.9855,1.6666666666666667,34,yawn
0.6,2476.0,76.72316666666667,1.6666666666666667,60,yawn
0.5757575757575758,2098.5,66.73166666666667,1.6666666666666667,38,yawn
0.5757575757575758,2098.5,66.73166666666667,1.6666666666666667,38,yawn
0.4716981132075472,744.5,113.445,1.6666666666666667,25,yawn
0.2828282828282828,895.5,147.28183333333334,1.6666666666666667,28,yawn
0.4716981132075472,744.5,113.445,1.6666666666666667,25,yawn
